Chellie,PINGREE,Representative  Chellie PINGREE,1955- ,Representative,Democrat,ME,114
Robert,PITTENGER,Representative  Robert PITTENGER,1948- ,Representative,Republican,NC,114
Joseph R.,PITTS,Representative  Joseph R. PITTS,1939- ,Representative,Republican,PA,114
Mark,POCAN,Representative  Mark POCAN,1964- ,Representative,Democrat,WI,114
Ted,POE,Representative  Ted POE,1948- ,Representative,Republican,TX,114
Bruce Lee,POLIQUIN,Representative  Bruce Lee POLIQUIN,1953- ,Representative,Republican,ME,114
Jared,POLIS,Representative  Jared POLIS,1975- ,Representative,Democrat,CO,114
Mike,POMPEO,Representative  Mike POMPEO,1963- ,Representative,Republican,KS,114
Bill,POSEY,Representative  Bill POSEY,1947- ,Representative,Republican,FL,114
David Eugene,PRICE,Representative  David Eugene PRICE,1940- ,Representative,Democrat,NC,114
Tom,PRICE,Representative  Tom PRICE,1954- ,Representative,Republican,GA,114
Mike,QUIGLEY,Representative  Mike QUIGLEY,1958- ,Representative,Democrat,IL,114
Charles B.,RANGEL,Representative  Charles B. RANGEL,1930- ,Representative,Democrat,NY,114
John,RATCLIFFE,Representative  John RATCLIFFE,1965- ,Representative,Republican,TX,114
Thomas W. II,REED,Representative  Thomas W. II REED,1971- ,Representative,Republican,NY,114
David G.,REICHERT,Representative  David G. REICHERT,1950- ,Representative,Republican,WA,114
Jim,RENACCI,Representative  Jim RENACCI,1958- ,Representative,Republican,OH,114
Reid,RIBBLE,Representative  Reid RIBBLE,1956- ,Representative,Republican,WI,114
Kathleen Maura,RICE,Representative  Kathleen Maura RICE,1965- ,Representative,Democrat,NY,114
Tom,RICE,Representative  Tom RICE,1957- ,Representative,Republican,SC,114
Cedric,RICHMOND,Representative  Cedric RICHMOND,1973- ,Representative,Democrat,LA,114
E. Scott,RIGELL,Representative  E. Scott RIGELL,1960- ,Representative,Republican,VA,114
Martha,ROBY,Representative  Martha ROBY,1976- ,Representative,Republican,AL,114
David P. (Phil),ROE,Representative  David P. (Phil) ROE,1945- ,Representative,Republican,TN,114
Harold Dallas (Hal),ROGERS,Representative  Harold Dallas (Hal) ROGERS,1937- ,Representative,Republican,KY,114
Mike Dennis,ROGERS,Representative  Mike Dennis ROGERS,1958- ,Representative,Republican,AL,114
Dana,ROHRABACHER,Representative  Dana ROHRABACHER,1947- ,Representative,Republican,CA,114
Todd,ROKITA,Representative  Todd ROKITA,1970- ,Representative,Republican,IN,114
Thomas J.,ROONEY,Representative  Thomas J. ROONEY,1970- ,Representative,Republican,FL,114
Peter,ROSKAM,Representative  Peter ROSKAM,1961- ,Representative,Republican,IL,114
Ileana,ROS-LEHTINEN,Representative  Ileana ROS-LEHTINEN,1952- ,Representative,Republican,FL,114
Dennis,ROSS,Representative  Dennis ROSS,1959- ,Representative,Republican,FL,114
Keith,ROTHFUS,Representative  Keith ROTHFUS,1962- ,Representative,Republican,PA,114
David,ROUZER,Representative  David ROUZER,1972- ,Representative,Republican,NC,114
Lucille,ROYBAL-ALLARD,Representative  Lucille ROYBAL-ALLARD,1941- ,Representative,Democrat,CA,114
Edward Randall,ROYCE,Representative  Edward Randall ROYCE,1951- ,Representative,Republican,CA,114
Raul,RUIZ,Representative  Raul RUIZ,1972- ,Representative,Democrat,CA,114
C. A. (Dutch),RUPPERSBERGER,Representative  C. A. (Dutch) RUPPERSBERGER,1946- ,Representative,Democrat,MD,114
Bobby L.,RUSH,Representative  Bobby L. RUSH,1946- ,Representative,Democrat,IL,114
Steve,RUSSELL,Representative  Steve RUSSELL,1963- ,Representative,Republican,OK,114
Paul D.,RYAN,Representative  Paul D. RYAN,1970- ,Representative,Republican,WI,114
Timothy J.,RYAN,Representative  Timothy J. RYAN,1973- ,Representative,Democrat,OH,114
Matthew James,SALMON,Representative  Matthew James SALMON,1958- ,Representative,Republican,AZ,114
Linda T.,SANCHEZ,Representative  Linda T. SANCHEZ,1969- ,Representative,Democrat,CA,114
Loretta,SANCHEZ,Representative  Loretta SANCHEZ,1960- ,Representative,Democrat,CA,114
Mark,SANFORD,Representative  Mark SANFORD,1960- ,Representative,Republican,SC,114
John,SARBANES,Representative  John SARBANES,1962- ,Representative,Democrat,MD,114
Steve,SCALISE,Representative  Steve SCALISE,1965- ,Representative,Republican,LA,114
Janice D.,SCHAKOWSKY,Representative  Janice D. SCHAKOWSKY,1944- ,Representative,Democrat,IL,114
Adam,SCHIFF,Representative  Adam SCHIFF,1960- ,Representative,Democrat,CA,114
Aaron,SCHOCK,Representative  Aaron SCHOCK,1981- ,Representative,Republican,IL,114
Kurt,SCHRADER,Representative  Kurt SCHRADER,1951- ,Representative,Democrat,OR,114
David,SCHWEIKERT,Representative  David SCHWEIKERT,1962- ,Representative,Republican,AZ,114
Austin,SCOTT,Representative  Austin SCOTT,1969- ,Representative,Republican,GA,114
David,SCOTT,Representative  David SCOTT,1945- ,Representative,Democrat,GA,114
Robert C.,SCOTT,Representative  Robert C. SCOTT,1947- ,Representative,Democrat,VA,114
Frank James,SENSENBRENNER Jr.,Representative  Frank James SENSENBRENNER Jr.,1943- ,Representative,Republican,WI,114
Jose E.,SERRANO,Representative  Jose E. SERRANO,1943- ,Representative,Democrat,NY,114
Pete,SESSIONS,Representative  Pete SESSIONS,1955- ,Representative,Republican,TX,114
Terri,SEWELL,Representative  Terri SEWELL,1965- ,Representative,Democrat,AL,114
Brad,SHERMAN,Representative  Brad SHERMAN,1954- ,Representative,Democrat,CA,114
John M.,SHIMKUS,Representative  John M. SHIMKUS,1958- ,Representative,Republican,IL,114
William (Bill),SHUSTER,Representative  William (Bill) SHUSTER,1961- ,Representative,Republican,PA,114
Michael K.,SIMPSON,Representative  Michael K. SIMPSON,1950- ,Representative,Republican,ID,114
Kyrsten,SINEMA,Representative  Kyrsten SINEMA,1976- ,Representative,Democrat,AZ,114
Albio,SIRES,Representative  Albio SIRES,1951- ,Representative,Democrat,NJ,114
Louise McIntosh,SLAUGHTER,Representative  Louise McIntosh SLAUGHTER,1929- ,Representative,Democrat,NY,114
Adam,SMITH,Representative  Adam SMITH,1965- ,Representative,Democrat,WA,114
Adrian,SMITH,Representative  Adrian SMITH,1970- ,Representative,Republican,NE,114
Christopher Henry,SMITH,Representative  Christopher Henry SMITH,1953- ,Representative,Republican,NJ,114
Jason,SMITH,Representative  Jason SMITH,1980- ,Representative,Republican,MO,114
Lamar Seeligson,SMITH,Representative  Lamar Seeligson SMITH,1947- ,Representative,Republican,TX,114
Karen Lorraine Jacqueline (Jackie),SPEIER,Representative  Karen Lorraine Jacqueline (Jackie) SPEIER,1950- ,Representative,Democrat,CA,114
Elise M,STEFANIK,Representative  Elise M STEFANIK,1984- ,Representative,Republican,NY,114
Chris,STEWART,Representative  Chris STEWART,1960- ,Representative,Republican,UT,114
Steve,STIVERS,Representative  Steve STIVERS,1965- ,Representative,Republican,OH,114
Marlin,STUTZMAN,Representative  Marlin STUTZMAN,1976- ,Representative,Republican,IN,114
Eric,SWALWELL,Representative  Eric SWALWELL,1980- ,Representative,Democrat,CA,114
Mark,TAKAI,Representative  Mark TAKAI,1967- ,Representative,Democrat,HI,114
Mark,TAKANO,Representative  Mark TAKANO,1960- ,Representative,Democrat,CA,114
Bennie,THOMPSON,Representative  Bennie THOMPSON,1948- ,Representative,Democrat,MS,114
Glenn,THOMPSON,Representative  Glenn THOMPSON,1959- ,Representative,Republican,PA,114
Michael,THOMPSON,Representative  Michael THOMPSON,1951- ,Representative,Democrat,CA,114
William McClellan (Mac),THORNBERRY,Representative  William McClellan (Mac) THORNBERRY,1958- ,Representative,Republican,TX,114
Patrick (Pat),TIBERI,Representative  Patrick (Pat) TIBERI,1962- ,Representative,Republican,OH,114
Scott,TIPTON,Representative  Scott TIPTON,1956- ,Representative,Republican,CO,114
Alice (Dina),TITUS,Representative  Alice (Dina) TITUS,1950- ,Representative,Democrat,NV,114
Paul,TONKO,Representative  Paul TONKO,1949- ,Representative,Democrat,NY,114
Norma Judith,TORRES,Representative  Norma Judith TORRES,1965- ,Representative,Democrat,CA,114
David A.,TROTT,Representative  David A. TROTT,1960- ,Representative,Republican,MI,114
Nicola S. (Niki),TSONGAS,Representative  Nicola S. (Niki) TSONGAS,1946- ,Representative,Democrat,MA,114
Michael R.,TURNER,Representative  Michael R. TURNER,1960- ,Representative,Republican,OH,114
Frederick Stephen,UPTON,Representative  Frederick Stephen UPTON,1953- ,Representative,Republican,MI,114
David G.,VALADAO,Representative  David G. VALADAO,1977- ,Representative,Republican,CA,114
Christopher,VAN HOLLEN,Representative  Christopher VAN HOLLEN,1959- ,Representative,Democrat,MD,114
Juan,VARGAS,Representative  Juan VARGAS,1961- ,Representative,Democrat,CA,114
Marc,VEASEY,Representative  Marc VEASEY,1971- ,Representative,Democrat,TX,114
Filemon,VELA,Representative  Filemon VELA,1963- ,Representative,Democrat,TX,114
Nydia M.,VELAZQUEZ,Representative  Nydia M. VELAZQUEZ,1953- ,Representative,Democrat,NY,114
Peter,VISCLOSKY,Representative  Peter VISCLOSKY,1949- ,Representative,Democrat,IN,114
Ann,WAGNER,Representative  Ann WAGNER,1962- ,Representative,Republican,MO,114
Tim,WALBERG,Representative  Tim WALBERG,1951- ,Representative,Republican,MI,114
Greg,WALDEN,Representative  Greg WALDEN,1957- ,Representative,Republican,OR,114
Bradley Mark,WALKER,Representative  Bradley Mark WALKER,1969- ,Representative,Republican,NC,114
Jackie,WALORSKI,Representative  Jackie WALORSKI,1963- ,Representative,Republican,IN,114
Mimi,WALTERS,Representative  Mimi WALTERS,1962- ,Representative,Republican,CA,114
Tim,WALZ,Representative  Tim WALZ,1964- ,Representative,Democrat,MN,114
Debbie,WASSERMAN SCHULTZ,Representative  Debbie WASSERMAN SCHULTZ,1966- ,Representative,Democrat,FL,114
Maxine,WATERS,Representative  Maxine WATERS,1938- ,Representative,Democrat,CA,114
Bonnie,WATSON COLEMAN,Representative  Bonnie WATSON COLEMAN,1945- ,Representative,Democrat,NJ,114
Randy,WEBER,Representative  Randy WEBER,1953- ,Representative,Republican,TX,114
Daniel A.,WEBSTER,Representative  Daniel A. WEBSTER,1949- ,Representative,Republican,FL,114
Peter,WELCH,Representative  Peter WELCH,1947- ,Representative,Democrat,VT,114
Brad,WENSTRUP,Representative  Brad WENSTRUP,1958- ,Representative,Republican,OH,114
Bruce Eugene,WESTERMAN,Representative  Bruce Eugene WESTERMAN,1967- ,Representative,Republican,AR,114
Lynn A.,WESTMORELAND,Representative  Lynn A. WESTMORELAND,1950- ,Representative,Republican,GA,114
Wayne Edward (Ed),WHITFIELD,Representative  Wayne Edward (Ed) WHITFIELD,1943- ,Representative,Republican,KY,114
Roger,WILLIAMS,Representative  Roger WILLIAMS,1949- ,Representative,Republican,TX,114
Addison Graves (Joe),WILSON,Representative  Addison Graves (Joe) WILSON,1947- ,Representative,Republican,SC,114
Frederica,WILSON,Representative  Frederica WILSON,1942- ,Representative,Democrat,FL,114
Robert J.,WITTMAN,Representative  Robert J. WITTMAN,1959- ,Representative,Republican,VA,114
Steve,WOMACK,Representative  Steve WOMACK,1957- ,Representative,Republican,AR,114
Rob,WOODALL,Representative  Rob WOODALL,1970- ,Representative,Republican,GA,114
John,YARMUTH,Representative  John YARMUTH,1947- ,Representative,Democrat,KY,114
Kevin,YODER,Representative  Kevin YODER,1976- ,Representative,Republican,KS,114
Ted,YOHO,Representative  Ted YOHO,1955- ,Representative,Republican,FL,114
David,YOUNG,Representative  David YOUNG,1968- ,Representative,Republican,IA,114
Donald Edwin,YOUNG,Representative  Donald Edwin YOUNG,1933- ,Representative,Republican,AK,114
Todd,YOUNG,Representative  Todd YOUNG,1972- ,Representative,Republican,IN,114
Lee M,ZELDIN,Representative  Lee M ZELDIN,1980- ,Representative,Republican,NY,114
Ryan,ZINKE,Representative  Ryan ZINKE,1961- ,Representative,Republican,MT,114
Lamar,ALEXANDER,Senator  Lamar ALEXANDER,1940- ,Senator,Republican,TN,114
Kelly,AYOTTE,Senator  Kelly AYOTTE,1968- ,Senator,Republican,NH,114
Tammy,BALDWIN,Senator  Tammy BALDWIN,1962- ,Senator,Democrat,WI,114
John A.,BARRASSO,Senator  John A. BARRASSO,1952- ,Senator,Republican,WY,114
Michael F.,BENNET,Senator  Michael F. BENNET,1964- ,Senator,Democrat,CO,114
Richard,BLUMENTHAL,Senator  Richard BLUMENTHAL,1946- ,Senator,Democrat,CT,114
Roy,BLUNT,Senator  Roy BLUNT,1950- ,Senator,Republican,MO,114
Cory Anthony,BOOKER,Senator  Cory Anthony BOOKER,1969- ,Senator,Democrat,NJ,114
John,BOOZMAN,Senator  John BOOZMAN,1950- ,Senator,Republican,AR,114
Barbara,BOXER,Senator  Barbara BOXER,1940- ,Senator,Democrat,CA,114
Sherrod,BROWN,Senator  Sherrod BROWN,1952- ,Senator,Democrat,OH,114
Richard M.,BURR,Senator  Richard M. BURR,1955- ,Senator,Republican,NC,114
Maria E.,CANTWELL,Senator  Maria E. CANTWELL,1958- ,Senator,Democrat,WA,114
Shelley Moore,CAPITO,Senator  Shelley Moore CAPITO,1953- ,Senator,Republican,WV,114
Benjamin Louis,CARDIN,Senator  Benjamin Louis CARDIN,1943- ,Senator,Democrat,MD,114
Thomas Richard,CARPER,Senator  Thomas Richard CARPER,1947- ,Senator,Democrat,DE,114
Robert (Bob),CASEY Jr.,Senator  Robert (Bob) CASEY Jr.,1960- ,Senator,Democrat,PA,114
Bill,CASSIDY,Senator  Bill CASSIDY,1957- ,Senator,Republican,LA,114
Daniel Ray,COATS,Senator  Daniel Ray COATS,1943- ,Senator,Republican,IN,114
William Thad,COCHRAN,Senator  William Thad COCHRAN,1937- ,Senator,Republican,MS,114
Susan Margaret,COLLINS,Senator  Susan Margaret COLLINS,1952- ,Senator,Republican,ME,114
Christopher A.,COONS,Senator  Christopher A. COONS,1963- ,Senator,Democrat,DE,114
Robert (Bob),CORKER,Senator  Robert (Bob) CORKER,1952- ,Senator,Republican,TN,114
John,CORNYN,Senator  John CORNYN,1952- ,Senator,Republican,TX,114
Tom,COTTON,Senator  Tom COTTON,1977- ,Senator,Republican,AR,114
Michael Dean,CRAPO,Senator  Michael Dean CRAPO,1951- ,Senator,Republican,ID,114
Rafael Edward (Ted),CRUZ,Senator  Rafael Edward (Ted) CRUZ,1970- ,Senator,Republican,TX,114
Steve,DAINES,Senator  Steve DAINES,1962- ,Senator,Republican,MT,114
Joe,DONNELLY,Senator  Joe DONNELLY,1955- ,Senator,Democrat,IN,114
Richard Joseph,DURBIN,Senator  Richard Joseph DURBIN,1944- ,Senator,Democrat,IL,114
Michael B.,ENZI,Senator  Michael B. ENZI,1944- ,Senator,Republican,WY,114
Joni,ERNST,Senator  Joni ERNST,1970- ,Senator,Republican,IA,114
Dianne,FEINSTEIN,Senator  Dianne FEINSTEIN,1933- ,Senator,Democrat,CA,114
Debra (Deb),FISCHER,Senator  Debra (Deb) FISCHER,1951- ,Senator,Republican,NE,114
Jeff,FLAKE,Senator  Jeff FLAKE,1962- ,Senator,Republican,AZ,114
Al,FRANKEN,Senator  Al FRANKEN,1951- ,Senator,Democrat,MN,114
Cory,GARDNER,Senator  Cory GARDNER,1974- ,Senator,Republican,CO,114
Kirsten,GILLIBRAND,Senator  Kirsten GILLIBRAND,1966- ,Senator,Democrat,NY,114
Lindsey O.,GRAHAM,Senator  Lindsey O. GRAHAM,1955- ,Senator,Republican,SC,114
Charles Ernest,GRASSLEY,Senator  Charles Ernest GRASSLEY,1933- ,Senator,Republican,IA,114
Orrin Grant,HATCH,Senator  Orrin Grant HATCH,1934- ,Senator,Republican,UT,114
Martin,HEINRICH,Senator  Martin HEINRICH,1971- ,Senator,Democrat,NM,114
Mary Kathryn (Heidi),HEITKAMP,Senator  Mary Kathryn (Heidi) HEITKAMP,1955- ,Senator,Democrat,ND,114
Dean,HELLER,Senator  Dean HELLER,1960- ,Senator,Republican,NV,114
Mazie,HIRONO,Senator  Mazie HIRONO,1947- ,Senator,Democrat,HI,114
John,HOEVEN,Senator  John HOEVEN,1957- ,Senator,Republican,ND,114
James Mountain,INHOFE,Senator  James Mountain INHOFE,1934- ,Senator,Republican,OK,114
Johnny,ISAKSON,Senator  Johnny ISAKSON,1944- ,Senator,Republican,GA,114
Ron,JOHNSON,Senator  Ron JOHNSON,1955- ,Senator,Republican,WI,114
Timothy Michael (Tim),KAINE,Senator  Timothy Michael (Tim) KAINE,1958- ,Senator,Democrat,VA,114
Angus Stanley,KING Jr.,Senator  Angus Stanley KING Jr.,1944- ,Senator,Independent,ME,114
Mark Steven,KIRK,Senator  Mark Steven KIRK,1959- ,Senator,Republican,IL,114
Amy,KLOBUCHAR,Senator  Amy KLOBUCHAR,1960- ,Senator,Democrat,MN,114
James,LANKFORD,Senator  James LANKFORD,1968- ,Senator,Republican,OK,114
Patrick Joseph,LEAHY,Senator  Patrick Joseph LEAHY,1940- ,Senator,Democrat,VT,114
Mike,LEE,Senator  Mike LEE,1971- ,Senator,Republican,UT,114
Joe,MANCHIN III,Senator  Joe MANCHIN III,1947- ,Senator,Democrat,WV,114
Edward John,MARKEY,Senator  Edward John MARKEY,1946- ,Senator,Democrat,MA,114
John Sidney,McCAIN III,Senator  John Sidney McCAIN III,1936- ,Senator,Republican,AZ,114
Claire,McCASKILL,Senator  Claire McCASKILL,1953- ,Senator,Democrat,MO,114
Addison Mitchell (Mitch),McCONNELL,Senator  Addison Mitchell (Mitch) McCONNELL,1942- ,Senator,Republican,KY,114
Robert,MENENDEZ,Senator  Robert MENENDEZ,1954- ,Senator,Democrat,NJ,114
Jeff,MERKLEY,Senator  Jeff MERKLEY,1956- ,Senator,Democrat,OR,114
Barbara Ann,MIKULSKI,Senator  Barbara Ann MIKULSKI,1936- ,Senator,Democrat,MD,114
Jerry,MORAN,Senator  Jerry MORAN,1954- ,Senator,Republican,KS,114
Lisa,MURKOWSKI,Senator  Lisa MURKOWSKI,1957- ,Senator,Republican,AK,114
Christopher,MURPHY,Senator  Christopher MURPHY,1973- ,Senator,Democrat,CT,114
Patty,MURRAY,Senator  Patty MURRAY,1950- ,Senator,Democrat,WA,114
Clarence William (Bill),NELSON,Senator  Clarence William (Bill) NELSON,1942- ,Senator,Democrat,FL,114
Rand,PAUL,Senator  Rand PAUL,1963- ,Senator,Republican,KY,114
David Alfred,PERDUE Jr.,Senator  David Alfred PERDUE Jr.,1949- ,Senator,Republican,GA,114
Gary C.,PETERS,Senator  Gary C. PETERS,1958- ,Senator,Democrat,MI,114
Robert Jones (Rob),PORTMAN,Senator  Robert Jones (Rob) PORTMAN,1955- ,Senator,Republican,OH,114
John F. (Jack),REED,Senator  John F. (Jack) REED,1949- ,Senator,Democrat,RI,114
Harry,REID,Senator  Harry REID,1939- ,Senator,Democrat,NV,114
James,RISCH,Senator  James RISCH,1943- ,Senator,Republican,ID,114
Charles Patrick (Pat),ROBERTS,Senator  Charles Patrick (Pat) ROBERTS,1936- ,Senator,Republican,KS,114
Marion Michael (Mike),ROUNDS,Senator  Marion Michael (Mike) ROUNDS,1954- ,Senator,Republican,SD,114
Marco,RUBIO,Senator  Marco RUBIO,1971- ,Senator,Republican,FL,114
Bernard,SANDERS,Senator  Bernard SANDERS,1941- ,Senator,Independent,VT,114
Benjamin Eric,SASSE,Senator  Benjamin Eric SASSE,1972- ,Senator,Republican,NE,114
Brian Emanuel,SCHATZ,Senator  Brian Emanuel SCHATZ,1972- ,Senator,Democrat,HI,114
Charles Ellis (Chuck),SCHUMER,Senator  Charles Ellis (Chuck) SCHUMER,1950- ,Senator,Democrat,NY,114
Tim,SCOTT,Senator  Tim SCOTT,1965- ,Senator,Republican,SC,114
Jefferson Beauregard III (Jeff),SESSIONS,Senator  Jefferson Beauregard III (Jeff) SESSIONS,1946- ,Senator,Republican,AL,114
Jeanne,SHAHEEN,Senator  Jeanne SHAHEEN,1947- ,Senator,Democrat,NH,114
Richard C.,SHELBY,Senator  Richard C. SHELBY,1934- ,Senator,Republican,AL,114
Deborah Ann,STABENOW,Senator  Deborah Ann STABENOW,1950- ,Senator,Democrat,MI,114
Daniel Scott,SULLIVAN,Senator  Daniel Scott SULLIVAN,1964- ,Senator,Republican,AK,114
Jon,TESTER,Senator  Jon TESTER,1956- ,Senator,Democrat,MT,114
John,THUNE,Senator  John THUNE,1961- ,Senator,Republican,SD,114
Thomas Roland (Thom),TILLIS,Senator  Thomas Roland (Thom) TILLIS,1960- ,Senator,Republican,NC,114
Patrick Joseph,TOOMEY,Senator  Patrick Joseph TOOMEY,1961- ,Senator,Republican,PA,114
Thomas (Tom),UDALL,Senator  Thomas (Tom) UDALL,1948- ,Senator,Democrat,NM,114
David,VITTER,Senator  David VITTER,1961- ,Senator,Republican,LA,114
Mark,WARNER,Senator  Mark WARNER,1954- ,Senator,Democrat,VA,114
Elizabeth,WARREN,Senator  Elizabeth WARREN,1949- ,Senator,Democrat,MA,114
Sheldon,WHITEHOUSE,Senator  Sheldon WHITEHOUSE,1955- ,Senator,Democrat,RI,114
Roger F.,WICKER,Senator  Roger F. WICKER,1951- ,Senator,Republican,MS,114
Ronald Lee,WYDEN,Senator  Ronald Lee WYDEN,1949- ,Senator,Democrat,OR,114
